,ID_players,Distance_total_MSWR,High_Speed_Running_EWMA,Injuries_previous_EWMA,Injury
0,player_13,3.90899949838,124.54,0.0,0
1,player_13,4.69949127917,169.718899083,0.0,0
2,player_13,6.2012246468,128.211689189,0.0,0
3,player_13,2.47667006888,91.9311124105,0.0,0
4,player_13,3.04269922072,127.576267153,0.0,0
5,player_13,3.27613063618,94.4742721265,0.0,0
6,player_13,2.23876678396,79.3603556452,0.0,0
7,player_13,2.61365661983,66.6508236891,0.0,0
8,player_13,3.0424678042,59.1749940012,0.0,0
9,player_13,2.88855458039,69.2978261698,0.0,0
10,player_13,3.34232362349,81.0253032849,0.0,0
11,player_13,1.99463124838,57.5798274491,0.0,0
12,player_13,1.94651831569,53.572384095,0.0,0
13,player_13,2.27335977845,61.8247495696,0.0,0
14,player_13,2.7546188992,72.6330183548,0.0,0
15,player_13,1.99019611588,54.5213279524,0.0,0
16,player_13,1.90232631681,40.5596707401,0.0,0
17,player_13,1.9449649803,48.2039844248,0.0,0
18,player_13,2.05755922823,52.4479183524,0.0,0
19,player_13,2.34087949524,50.8528656794,0.0,0
20,player_13,2.69289701483,36.6290876237,0.0,0
21,player_13,2.88726472694,37.798429058,0.0,0
22,player_13,2.27068564727,30.1021977371,0.0,0
23,player_13,2.68211605387,28.5412229196,0.0,0
24,player_13,2.55423221094,20.3852931731,0.0,0
25,player_13,2.68716079016,43.7864340995,0.0,0
26,player_13,3.05343928179,43.0073898358,0.0,0
27,player_13,3.12083144796,56.2689027466,0.0,0
28,player_13,2.71484144101,83.1731850718,0.0,0
29,player_13,2.67755193385,85.3351960041,0.0,0
30,player_13,3.07827674317,71.3877031108,0.0,0
31,player_13,3.11054001227,69.6197613142,0.0,0
32,player_13,3.71556139263,79.037073659,0.0,0
33,player_13,3.48159153873,76.3636035024,0.0,0
34,player_13,3.33047558814,73.7482738638,0.0,0
35,player_13,2.91122541568,54.6572636414,0.0,0
36,player_13,2.37893211096,97.1324500966,0.0,0
37,player_13,2.39881069225,71.4545558588,0.0,0
38,player_13,2.72585348095,75.73040315,0.0,0
39,player_13,2.00525823093,198.210412937,0.0,0
40,player_13,1.96762008222,151.015974844,0.0,0
41,player_13,2.16316096259,118.814250982,0.0,0
42,player_13,2.11032360574,293.253101281,0.0,0
43,player_13,2.32426691098,209.466478661,0.0,0
44,player_13,2.68009741882,184.658908622,0.0,0
45,player_13,2.24026903887,136.767785383,0.0,0
46,player_13,2.48944018116,123.925559745,0.0,0
47,player_13,2.99988900509,128.943971593,0.0,0
48,player_13,3.56439102073,136.394265792,0.0,0
49,player_13,4.18795257824,122.638760795,0.0,0
50,player_13,4.30618496105,101.404828604,0.0,0
51,player_13,5.09617191516,108.337734842,0.0,0
52,player_13,5.79376125906,92.075524678,0.0,0
53,player_13,4.60080309988,67.7339459751,0.0,0
54,player_13,3.9582359726,63.7785328134,0.285714287588,1
55,player_13,3.7818822891,52.5846662428,0.489795920662,0
56,player_13,1.78362659591,37.5604758375,0.635568515246,0
57,player_13,1.47572900708,78.7946256968,0.739691796853,0
58,player_13,1.49934475652,74.9275897768,0.814065569308,0
59,player_13,1.63849854386,133.039707054,0.867189692428,0
60,player_13,1.33512624224,95.0283621485,0.905135494624,0
61,player_13,1.48570161099,95.8574015352,0.932239639034,0
62,player_13,1.81519041792,87.6838582358,0.951599742176,0
63,player_13,1.6578364801,62.6313273033,0.965428387273,0
64,player_13,2.03447737235,63.6738052169,0.975305990911,0
65,player_13,2.11831610212,49.5955751526,0.982361422081,0
66,player_26,3.18133526323,143.256666667,1.0,0
67,player_26,4.86525570803,142.700733945,1.0,0
68,player_26,6.51868051957,105.785461712,1.0,0
69,player_26,2.51519928385,73.5397398041,1.0,0
70,player_26,2.04884731108,50.055097232,1.3294714969,1
71,player_26,2.43718228576,85.4357205219,1.5411299432,0
72,player_26,2.79121376754,69.0310726444,1.68176516735,0
73,player_26,2.99638548469,97.2869283146,1.77731399309,0
74,player_26,2.01155723835,68.4952896928,1.84321693759,0
75,player_26,2.14166967857,53.8638992312,1.88914627783,0
76,player_26,2.5961552836,44.8436813477,1.92138745846,0
77,player_26,2.44386611351,66.405717866,1.94413477774,0
78,player_26,2.29853103476,64.9481096305,1.96024121607,0
79,player_26,1.98939335844,51.5453532474,1.97167436149,0
80,player_26,2.38005620316,123.324825368,1.97980473139,0
81,player_26,2.82778196605,99.8063149379,1.98559379405,0
82,player_26,2.11334851325,72.509136137,1.98971951775,0
83,player_26,2.02149535448,52.9280469795,1.99266172151,0
84,player_26,1.66673622041,37.7876520966,1.99476088142,0
85,player_26,1.96907961162,51.3227351282,1.99625905145,0
86,player_26,1.63126426109,44.0861122417,1.99732854606,0
87,player_26,1.7701642316,32.7822994595,1.99809215122,0
88,player_26,1.82177919342,162.173327106,1.99863742051,0
89,player_26,1.97624420821,118.50838721,1.99902681547,0
90,player_26,2.08969954517,87.4181986391,1.99930491234,0
91,player_26,1.98574084157,268.993586358,1.99950353133,0
92,player_26,2.1085596555,195.255161263,1.99964539101,0
93,player_26,2.55386783484,150.613961363,1.99974671373,0
94,player_26,2.25535576242,107.579622801,1.99981908422,0
