,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,PLAYER,POSITION,SEASON,TEAM
7774,1.125,68.597560976,5,Lower body,Hutton Carter,G,2017/18,St. Louis
7775,1.125,109.756097561,8,Neck,Hutton Carter,G,2017/18,St. Louis
7777,5.8,70.731707317,1,Lower body,Callahan Ryan,F,2017/18,Tampa Bay
7779,5.8,353.658536585,5,Upper body,Callahan Ryan,F,2017/18,Tampa Bay
7780,5.8,565.853658537,8,Upper body,Callahan Ryan,F,2017/18,Tampa Bay
7781,0.894167,65.426853659,6,Lower body,Erne Adam,F,2017/18,Tampa Bay
7783,4.766667,116.260170732,2,Upper body,Kucherov Nikita,F,2017/18,Tampa Bay
7784,5.3,1680.487804878,26,Lower body,Palat Ondrej,F,2017/18,Tampa Bay
7785,0.8125,9.908536585,1,Lower body,Paquette Cedric,F,2017/18,Tampa Bay
7787,8.5,103.658536585,1,Lower body,Stamkos Steven,F,2017/18,Tampa Bay
7788,8.5,310.975609756,3,Lower body,Stamkos Steven,F,2017/18,Tampa Bay
7792,3.0,109.756097561,3,Lower body,Girardi Dan,D,2017/18,Tampa Bay
7793,3.0,73.170731707,2,Neck,Girardi Dan,D,2017/18,Tampa Bay
7794,7.875,480.182926829,5,Lower body,Hedman Victor,D,2017/18,Tampa Bay
7795,4.7,343.902439024,6,Upper body,McDonagh Ryan,D,2017/18,Tampa Bay
7797,1.025,400.0,32,Leg,Budaj Peter,G,2017/18,Tampa Bay
7799,4.5,109.756097561,2,Upper body,Kadri Nazem,F,2017/18,Toronto
7800,2.95,251.82926829299998,7,Lower body,Komarov Leo,F,2017/18,Toronto
7802,3.775,460.36585365900004,10,Shoulder,Matthews Auston,F,2017/18,Toronto
7803,3.775,184.146341463,4,Upper body,Matthews Auston,F,2017/18,Toronto
7804,3.775,276.219512195,6,Upper body,Matthews Auston,F,2017/18,Toronto
7805,0.925,315.853658537,28,Lower body,Soshnikov Nikita,F,2017/18,Toronto
7807,5.3,5300.0,82,Back,Horton Nathan,"F ""retired""",2017/18,Toronto
7808,5.25,5250.0,82,Hernia,Lupul Joffrey,"F ""retired""",2017/18,Toronto
7809,0.75,18.292682927,2,Upper body,Carrick Connor,D,2017/18,Toronto
7810,0.863333,21.056902439,2,Lower body,Dermott Travis,D,2017/18,Toronto
7813,5.0,365.85365853699994,6,Upper body,Rielly Morgan,D,2017/18,Toronto
7815,4.5,932.926829268,17,Lower body,Zaitsev Nikita,D,2017/18,Toronto
7816,5.0,121.95121951200001,2,Upper body,Andersen Frederik,G,2017/18,Toronto
7817,0.85,20.731707317,2,Lower body,McElhinney Curtis,G,2017/18,Toronto
7818,1.85,248.17073170700002,11,Jaw,Baertschi Sven,F,2017/18,Vancouver
7819,1.85,383.536585366,17,Shoulder,Baertschi Sven,F,2017/18,Vancouver
7820,1.491667,291.05697561,16,Back,Boeser Brock,F,2017/18,Vancouver
7821,1.491667,18.191060976,1,Foot,Boeser Brock,F,2017/18,Vancouver
7822,1.491667,18.191060976,1,Hand,Boeser Brock,F,2017/18,Vancouver
7823,0.6875,25.152439024,3,Hand,Boucher Reid,F,2017/18,Vancouver
7824,2.65,2003.658536585,62,Neck,Dorsett Derek,F,2017/18,Vancouver
7825,6.0,878.048780488,12,Knee,Eriksson Loui,F,2017/18,Vancouver
7826,6.0,1463.414634146,20,Ribs,Eriksson Loui,F,2017/18,Vancouver
7827,3.15,268.902439024,7,Ankle,Gagner Sam,F,2017/18,Vancouver
7828,3.15,38.414634146,1,Concussion,Gagner Sam,F,2017/18,Vancouver
7829,0.75,219.512195122,24,Lower body,Gaunce Brendan,F,2017/18,Vancouver
7830,0.75,118.902439024,13,Shoulder,Gaunce Brendan,F,2017/18,Vancouver
7831,0.9,307.317073171,28,Ankle,Granlund Markus,F,2017/18,Vancouver
7832,0.9,10.975609755999999,1,Upper body,Granlund Markus,F,2017/18,Vancouver
7833,5.5,1207.3170731710002,18,Ankle,Horvat Bo,F,2017/18,Vancouver
7834,0.65,39.634146341,5,Upper body,Leipsic Brendan,F,2017/18,Vancouver
7835,7.0,85.365853659,1,Back,Sedin Daniel,F,2017/18,Vancouver
7836,4.375,1120.4268292680001,21,Upper body,Sutter Brandon,F,2017/18,Vancouver
7838,5.0,731.707317073,12,Knee,Edler Alexander,D,2017/18,Vancouver
7839,3.5,213.414634146,5,Back,Gudbranson Erik,D,2017/18,Vancouver
7840,3.5,512.195121951,12,Shoulder,Gudbranson Erik,D,2017/18,Vancouver
7841,3.5,512.195121951,12,Upper body,Gudbranson Erik,D,2017/18,Vancouver
7842,2.8,307.317073171,9,Foot,Hutton Ben,D,2017/18,Vancouver
7843,0.925,157.926829268,14,Leg,Stecher Troy,D,2017/18,Vancouver
7844,4.45,379.87804878,7,Groin,Tanev Chris,D,2017/18,Vancouver
7845,4.45,379.87804878,7,Knee,Tanev Chris,D,2017/18,Vancouver
7846,4.45,922.56097561,17,Leg,Tanev Chris,D,2017/18,Vancouver
7847,4.45,108.536585366,2,Mouth,Tanev Chris,D,2017/18,Vancouver
7848,4.45,379.87804878,7,Thumb,Tanev Chris,D,2017/18,Vancouver
7851,1.45,123.780487805,7,Hand,Bellemare Pierre-Edouard,F,2017/18,Vegas
7852,0.856667,167.154536585,16,Upper body,Carrier William,F,2017/18,Vegas
7853,0.856667,282.07328048799997,27,Upper body,Carrier William,F,2017/18,Vegas
7856,2.75,134.146341463,4,Lower body,Haula Erik,F,2017/18,Vegas
7858,1.7,290.243902439,14,Upper body,Lindberg Oscar,F,2017/18,Vegas
7859,0.75,27.43902439,3,Lower body,Marchessault Jonathan,F,2017/18,Vegas
7861,5.0,487.804878049,8,Hand,Neal James,F,2017/18,Vegas
7863,0.6125,89.634146341,12,Upper body,Nosek Tomas,F,2017/18,Vegas
7865,3.75,274.390243902,6,Upper body,Perron David,F,2017/18,Vegas
7866,5.0,914.634146341,15,Upper body,Smith Reilly,F,2017/18,Vegas
7867,5.25,5250.0,82,Back,Clarkson David,"F ""retired""",2017/18,Vegas
7868,5.0,5000.0,82,Concussion,Grabovski Mikhail,"F ""retired""",2017/18,Vegas
7870,2.0,24.390243901999998,1,Upper body,Engelland Deryk,D,2017/18,Vegas
7871,1.7,62.195121951000004,3,Upper body,McNabb Brayden,D,2017/18,Vegas
7873,3.6,746.341463415,17,Hand,Sbisa Luca,D,2017/18,Vegas
7874,3.6,307.317073171,7,Lower body,Sbisa Luca,D,2017/18,Vegas
7875,3.6,395.12195122,9,Lower body,Sbisa Luca,D,2017/18,Vegas
7878,3.25,3250.0,82,Abdominal,Stoner Clayton,D,2017/18,Vegas
7879,0.863333,42.113804878,4,Throat,Theodore Shea,D,2017/18,Vegas
7880,0.65,285.36585365900004,36,Lower body,Dansk Oscar,G,2017/18,Vegas
7881,5.75,1753.048780488,25,Concussion,Fleury Marc-Andre,G,2017/18,Vegas
7883,0.65,126.829268293,16,Hand,Subban Malcolm,G,2017/18,Vegas
7884,0.65,87.195121951,11,Lower body,Subban Malcolm,G,2017/18,Vegas
7886,1.75,64.024390244,3,Upper body,Beagle Jay,F,2017/18,Washington
7888,3.0,731.707317073,20,Thumb,Burakovsky Andre,F,2017/18,Washington
7889,1.5,128.048780488,7,Concussion,Connolly Brett,F,2017/18,Washington
7891,0.625,121.95121951200001,16,Upper body,Graovac Tyler,F,2017/18,Washington
7892,7.8,285.36585365900004,3,Upper body,Kuznetsov Evgeny,F,2017/18,Washington
7893,5.75,70.12195122,1,Lower body,Oshie T.J.,F,2017/18,Washington
7895,5.75,420.731707317,6,Upper body,Oshie T.J.,F,2017/18,Washington
7896,0.65,7.926829268,1,Upper body,Stephenson Chandler,F,2017/18,Washington
7897,0.65,47.56097561,6,Upper body,Djoos Christian,D,2017/18,Washington
7898,5.75,70.12195122,1,Upper body,Niskanen Matt,D,2017/18,Washington
7899,5.75,911.585365854,13,Upper body,Niskanen Matt,D,2017/18,Washington
7900,5.5,67.073170732,1,Lower body,Orpik Brooks,D,2017/18,Washington
7902,6.1,148.780487805,2,Knee,Holtby Braden,G,2017/18,Washington
7904,1.775,21.646341463000002,1,Lower body,Connor Kyle,F,2017/18,Winnipeg/Atlanta
7905,0.7,59.756097561000004,7,Lower body,Hendricks Matt,F,2017/18,Winnipeg/Atlanta
7906,0.7,110.975609756,13,Lower body,Hendricks Matt,F,2017/18,Winnipeg/Atlanta
7907,0.7,17.073170732,2,Upper body,Hendricks Matt,F,2017/18,Winnipeg/Atlanta
7908,1.125,109.756097561,8,Upper body,Lowry Adam,F,2017/18,Winnipeg/Atlanta
7909,1.125,123.475609756,9,Upper body,Lowry Adam,F,2017/18,Winnipeg/Atlanta
7910,1.125,260.670731707,19,Upper body,Lowry Adam,F,2017/18,Winnipeg/Atlanta
7911,2.125,621.951219512,24,Upper body,Matthias Shawn,F,2017/18,Winnipeg/Atlanta
7912,4.125,603.658536585,12,Lower body,Perreault Mathieu,F,2017/18,Winnipeg/Atlanta
7913,6.125,373.475609756,5,Upper body,Scheifele Mark,F,2017/18,Winnipeg/Atlanta
7914,6.125,1195.12195122,16,Upper body,Scheifele Mark,F,2017/18,Winnipeg/Atlanta
7915,3.5,42.682926829,1,Lower body,Stastny Paul,F,2017/18,Winnipeg/Atlanta
7916,0.7,59.756097561000004,7,Lower body,Tanev Brandon,F,2017/18,Winnipeg/Atlanta
7917,0.7,76.829268293,9,Upper body,Tanev Brandon,F,2017/18,Winnipeg/Atlanta
7918,7.6,185.365853659,2,Lower body,Byfuglien Dustin,D,2017/18,Winnipeg/Atlanta
7919,7.6,926.829268293,10,Lower body,Byfuglien Dustin,D,2017/18,Winnipeg/Atlanta
7920,5.75,280.487804878,4,Lower body,Enstrom Tobias,D,2017/18,Winnipeg/Atlanta
7921,5.75,560.975609756,8,Lower body,Enstrom Tobias,D,2017/18,Winnipeg/Atlanta
7922,5.75,1612.8048780489999,23,Lower body,Enstrom Tobias,D,2017/18,Winnipeg/Atlanta
7924,4.3333330000000005,792.6828658539999,15,Back,Kulikov Dmitry,D,2017/18,Winnipeg/Atlanta
7925,4.3333330000000005,158.53657317100001,3,Concussion,Kulikov Dmitry,D,2017/18,Winnipeg/Atlanta
7926,4.3333330000000005,105.69104878,2,Lower body,Kulikov Dmitry,D,2017/18,Winnipeg/Atlanta
7927,2.8125,685.975609756,20,Ankle,Trouba Jacob,D,2017/18,Winnipeg/Atlanta
7928,2.8125,171.493902439,5,Concussion,Trouba Jacob,D,2017/18,Winnipeg/Atlanta
7930,1.15,70.12195122,5,Concussion,Hutchinson Michael,G,2017/18,Winnipeg/Atlanta
7931,1.15,84.146341463,6,Concussion,Hutchinson Michael,G,2017/18,Winnipeg/Atlanta
7932,4.1,350.0,7,Concussion,Mason Steve,G,2017/18,Winnipeg/Atlanta
7933,4.1,1000.0,20,Concussion,Mason Steve,G,2017/18,Winnipeg/Atlanta
7934,4.1,650.0,13,Knee,Mason Steve,G,2017/18,Winnipeg/Atlanta
