,PLAYER,INJURY COUNT,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,POSITION,SEASON,TEAM
560,Scheifele Mark,2,6.125,373.475609756,5,Upper body,F,2017/18,Winnipeg/Atlanta
561,Scheifele Mark,2,6.125,1195.12195122,16,Upper body,F,2017/18,Winnipeg/Atlanta
562,Scherbak Nikita,2,1.063333,25.93495122,2,Concussion,F,2017/18,Montreal
563,Scherbak Nikita,2,1.063333,272.316987805,21,Knee,F,2017/18,Montreal
564,Schlemko David,2,2.1,640.2439024390001,25,Hand,D,2017/18,Montreal
565,Schlemko David,2,2.1,307.317073171,12,Upper body,D,2017/18,Montreal
566,Schmaltz Jordan,1,1.208333,73.678841463,5,Upper body,D,2017/18,St. Louis
567,Schmaltz Nick,1,1.541667,75.20326829300001,4,Upper body,F,2017/18,Chicago
568,Schneider Cory,2,6.0,1170.731707317,16,Groin,G,2017/18,New Jersey
569,Schneider Cory,2,6.0,146.341463415,2,Lower body,G,2017/18,New Jersey
570,Schroeder Jordan,1,0.65,31.707317073000002,4,Upper body,F,2017/18,Columbus
571,Schultz Justin,2,5.5,402.43902439,6,Concussion,D,2017/18,Pittsburgh
572,Schultz Justin,2,5.5,737.804878049,11,Lower body,D,2017/18,Pittsburgh
573,Schwartz Jaden,1,5.35,1304.87804878,20,Ankle,F,2017/18,St. Louis
574,Sedin Daniel,1,7.0,85.365853659,1,Back,F,2017/18,Vancouver
575,Sedlak Lukas,2,0.825,130.79268292700002,13,Ankle,F,2017/18,Columbus
576,Sedlak Lukas,2,0.825,70.426829268,7,Head,F,2017/18,Columbus
577,Seeler Nick,1,0.925,33.841463415,3,Bicep,D,2017/18,Minnesota
578,Sekera Andrej,4,5.5,469.512195122,7,Facial,D,2017/18,Edmonton
579,Sekera Andrej,4,5.5,134.146341463,2,Foot,D,2017/18,Edmonton
580,Sekera Andrej,4,5.5,134.146341463,2,Knee,D,2017/18,Edmonton
581,Sekera Andrej,4,5.5,2280.4878048779997,34,Knee,D,2017/18,Edmonton
582,Shattenkirk Kevin,1,6.65,2919.5121951220003,36,Knee,D,2017/18,NY Rangers
583,Shaw Andrew,2,3.9,570.731707317,12,Head,F,2017/18,Montreal
584,Shaw Andrew,2,3.9,903.658536585,19,Lower body,F,2017/18,Montreal
585,Sheary Conor,1,3.0,109.756097561,3,Lower body,F,2017/18,Pittsburgh
586,Shore Nick,1,0.925,22.56097561,2,Lower body,F,2017/18,Los Angeles
587,Simmonds Wayne,1,3.975,339.329268293,7,Upper body,F,2017/18,Philadelphia
588,Simon Dominik,1,0.925,67.682926829,6,Lower body,F,2017/18,Pittsburgh
589,Sissons Colton,1,0.625,7.62195122,1,Lower body,F,2017/18,Nashville
590,Slepyshev Anton,2,1.525,148.780487805,8,Groin,F,2017/18,Edmonton
591,Slepyshev Anton,2,1.525,37.195121951,2,Lower body,F,2017/18,Edmonton
592,Smith Craig,1,4.25,51.829268293,1,Lower body,F,2017/18,Nashville
593,Smith Mike,1,4.25,673.780487805,13,Groin,G,2017/18,Calgary
594,Smith Reilly,1,5.0,914.634146341,15,Upper body,F,2017/18,Vegas
595,Smith Zack,3,3.25,198.17073170700002,5,Shoulder,F,2017/18,Ottawa
596,Smith Zack,3,3.25,237.80487804900002,6,Thumb,F,2017/18,Ottawa
597,Smith Zack,3,3.25,118.902439024,3,Upper body,F,2017/18,Ottawa
598,Soshnikov Nikita,3,0.925,33.841463415,3,Lower body,F,2017/18,St. Louis
599,Soshnikov Nikita,3,0.925,78.963414634,7,Upper body,F,2017/18,St. Louis
600,Soshnikov Nikita,3,0.925,315.853658537,28,Lower body,F,2017/18,Toronto
601,Spezza Jason,1,7.5,274.390243902,3,Back,F,2017/18,Dallas
602,Spooner Ryan,3,2.825,34.451219512,1,Groin,F,2017/18,Boston
603,Spooner Ryan,3,2.825,482.317073171,14,Groin,F,2017/18,Boston
604,Spooner Ryan,3,2.825,137.804878049,4,Lower body,F,2017/18,Boston
605,Spurgeon Jared,2,5.1875,506.097560976,8,Groin,D,2017/18,Minnesota
606,Spurgeon Jared,2,5.1875,759.146341463,12,Hamstring,D,2017/18,Minnesota
607,Staal Marc,2,5.7,139.024390244,2,Hip,D,2017/18,NY Rangers
608,Staal Marc,2,5.7,556.097560976,8,Neck,D,2017/18,NY Rangers
609,Stafford Drew,2,0.8,9.756097561,1,Lower body,F,2017/18,New Jersey
610,Stafford Drew,2,0.8,29.268292683000002,3,Lower body,F,2017/18,New Jersey
611,Stamkos Steven,2,8.5,103.658536585,1,Lower body,F,2017/18,Tampa Bay
612,Stamkos Steven,2,8.5,310.975609756,3,Lower body,F,2017/18,Tampa Bay
613,Stastny Paul,1,3.5,42.682926829,1,Lower body,F,2017/18,Winnipeg/Atlanta
614,Stecher Troy,1,0.925,157.926829268,14,Leg,D,2017/18,Vancouver
615,Steen Alex,1,5.75,420.731707317,6,Hand,F,2017/18,St. Louis
616,Stempniak Lee,2,2.5,457.317073171,15,Hip,F,2017/18,Carolina
617,Stempniak Lee,2,2.5,792.6829268289999,26,Upper body,F,2017/18,Carolina
618,Stephenson Chandler,1,0.65,7.926829268,1,Upper body,F,2017/18,Washington
619,Stone Mark,2,3.5,384.14634146300006,9,Knee,F,2017/18,Ottawa
620,Stone Mark,2,3.5,640.2439024390001,15,Leg,F,2017/18,Ottawa
621,Stoner Clayton,1,3.25,3250.0,82,Abdominal,D,2017/18,Vegas
622,Subban Malcolm,2,0.65,126.829268293,16,Hand,G,2017/18,Vegas
623,Subban Malcolm,2,0.65,87.195121951,11,Lower body,G,2017/18,Vegas
624,Suter Ryan,1,7.538461999999999,367.729853659,4,Ankle,D,2017/18,Minnesota
625,Sutter Brandon,1,4.375,1120.4268292680001,21,Upper body,F,2017/18,Vancouver
626,Talbot Cam,1,4.1666669999999995,355.691085366,7,Upper body,G,2017/18,Edmonton
627,Tanev Brandon,2,0.7,59.756097561000004,7,Lower body,F,2017/18,Winnipeg/Atlanta
628,Tanev Brandon,2,0.7,76.829268293,9,Upper body,F,2017/18,Winnipeg/Atlanta
629,Tanev Chris,5,4.45,379.87804878,7,Groin,D,2017/18,Vancouver
630,Tanev Chris,5,4.45,379.87804878,7,Knee,D,2017/18,Vancouver
631,Tanev Chris,5,4.45,922.56097561,17,Leg,D,2017/18,Vancouver
632,Tanev Chris,5,4.45,108.536585366,2,Mouth,D,2017/18,Vancouver
633,Tanev Chris,5,4.45,379.87804878,7,Thumb,D,2017/18,Vancouver
634,Tarasenko Vladimir,1,7.5,182.926829268,2,Upper body,F,2017/18,St. Louis
635,Tennyson Matt,1,0.65,87.195121951,11,Foot,D,2017/18,Buffalo
636,Theodore Shea,1,0.863333,42.113804878,4,Throat,D,2017/18,Vegas
637,Thompson Nate,3,1.65,60.365853658999995,3,Lower body,F,2017/18,Ottawa
638,Thompson Nate,3,1.65,80.487804878,4,Lower body,F,2017/18,Ottawa
639,Thompson Nate,3,1.65,100.60975609799999,5,Lower body,F,2017/18,Ottawa
640,Thornton Joe,1,8.0,3414.634146341,35,Knee,F,2017/18,San Jose
641,Tkachuk Matthew,1,1.775,259.756097561,12,Upper body,F,2017/18,Calgary
642,Toews Jonathan,1,10.5,1024.390243902,8,Upper body,F,2017/18,Chicago
643,Tootoo Jordin,1,0.7,204.87804878,24,Upper body,F,2017/18,Chicago
644,Trouba Jacob,2,2.8125,685.975609756,20,Ankle,D,2017/18,Winnipeg/Atlanta
645,Trouba Jacob,2,2.8125,171.493902439,5,Concussion,D,2017/18,Winnipeg/Atlanta
646,Upshall Scottie,2,0.8,39.024390244,4,Kidney,F,2017/18,St. Louis
647,Upshall Scottie,2,0.8,87.804878049,9,Knee,F,2017/18,St. Louis
648,Valiev Rinat,1,0.894167,130.85370731700002,12,Lower body,D,2017/18,Montreal
649,Varlamov Semyon,2,5.9,719.512195122,10,Groin,G,2017/18,Colorado
650,Varlamov Semyon,2,5.9,287.804878049,4,Knee,G,2017/18,Colorado
651,Vatanen Sami,1,4.875,535.06097561,9,Shoulder,D,2017/18,Anaheim
652,Vatrano Frank,2,0.925,78.963414634,7,Lower body,F,2017/18,Boston
653,Vatrano Frank,2,0.925,90.243902439,8,Lower body,F,2017/18,Florida
654,Versteeg Kris,2,1.75,149.390243902,7,Hip,F,2017/18,Calgary
655,Versteeg Kris,2,1.75,1045.731707317,49,Hip,F,2017/18,Calgary
656,Vesey Jimmy,1,3.775,138.109756098,3,Concussion,F,2017/18,NY Rangers
657,Vlasic Marc-Edouard,1,4.25,51.829268293,1,Head,D,2017/18,San Jose
658,Vrbata Radim,1,3.75,228.658536585,5,Facial,F,2017/18,Florida
659,Ward Joel,1,3.275,718.9024390239999,18,Shoulder,F,2017/18,San Jose
660,Watson Austin,1,1.1,40.243902439,3,Upper body,F,2017/18,Nashville
661,Weal Jordan,2,1.75,21.341463415,1,Upper body,F,2017/18,Philadelphia
662,Weal Jordan,2,1.75,42.682926829,2,Upper body,F,2017/18,Philadelphia
663,Weber Shea,3,7.857142999999999,4695.122036585,49,Foot,D,2017/18,Montreal
664,Weber Shea,3,7.857142999999999,95.81881707299999,1,Lower body,D,2017/18,Montreal
665,Weber Shea,3,7.857142999999999,574.912902439,6,Lower body,D,2017/18,Montreal
666,Weber Yannick,2,0.65,79.268292683,10,Lower body,D,2017/18,Nashville
667,Weber Yannick,2,0.65,23.780487805,3,Upper body,D,2017/18,Nashville
668,Wennberg Alexander,3,4.9,478.04878048800003,8,Back,F,2017/18,Columbus
669,Wennberg Alexander,3,4.9,59.756097561000004,1,Upper body,F,2017/18,Columbus
670,Wennberg Alexander,3,4.9,358.536585366,6,Upper body,F,2017/18,Columbus
671,Wideman Chris,2,0.8,634.146341463,65,Hamstring,D,2017/18,Ottawa
672,Wideman Chris,2,0.8,9.756097561,1,Neck,D,2017/18,Ottawa
673,Wilson Colin,4,3.9375,384.14634146300006,8,Concussion,F,2017/18,Colorado
674,Wilson Colin,4,3.9375,144.054878049,3,Hip,F,2017/18,Colorado
675,Wilson Colin,4,3.9375,288.109756098,6,Hip,F,2017/18,Colorado
676,Wilson Colin,4,3.9375,240.091463415,5,Lower body,F,2017/18,Colorado
677,Wingels Tommy,1,0.75,18.292682927,2,Hand,F,2017/18,Boston
678,Wood Miles,1,0.925,33.841463415,3,Upper body,F,2017/18,New Jersey
679,Zacha Pavel,1,1.7441669999999998,127.62197561,6,Upper body,F,2017/18,New Jersey
680,Zaitsev Nikita,1,4.5,932.926829268,17,Lower body,D,2017/18,Toronto
681,Zajac Travis,1,5.75,1192.0731707319999,17,Pectoral,F,2017/18,New Jersey
682,Zibanejad Mika,1,5.35,587.195121951,9,Concussion,F,2017/18,NY Rangers
683,de Haan Calvin,1,3.3,1971.951219512,49,Upper body,D,2017/18,NY Islanders
684,van Riemsdyk Trevor,1,0.825,30.182926829,3,Concussion,D,2017/18,Carolina
