,PLAYER,INJURY COUNT,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,POSITION,SEASON,TEAM
316,Johns Stephen,1,2.35,2350.0,82,Head,D,2018/19,Dallas
317,Johnson Chad,1,1.75,554.87804878,26,Head,G,2018/19,Anaheim
318,Johnson Erik,1,6.0,146.341463415,2,Concussion,D,2018/19,Colorado
319,Johnson Tyler,2,5.0,60.975609756000004,1,Lower body,F,2018/19,Tampa Bay
320,Johnson Tyler,2,5.0,60.975609756000004,1,Upper body,F,2018/19,Tampa Bay
321,Johnsson Andreas,2,0.7875,9.603658537000001,1,Concussion,F,2018/19,Toronto
322,Johnsson Andreas,2,0.7875,9.603658537000001,1,Leg,F,2018/19,Toronto
323,Jones Seth,1,5.4,460.975609756,7,Knee,D,2018/19,Columbus
324,Joseph Mathieu,1,0.910833,66.646317073,6,Lower body,F,2018/19,Tampa Bay
325,Jost Tyson,1,1.6733330000000002,81.626,4,Head,F,2018/19,Colorado
326,Juulsen Noah,2,1.063333,116.707280488,9,Facial,D,2018/19,Montreal
327,Juulsen Noah,2,1.063333,25.93495122,2,Upper body,D,2018/19,Montreal
328,Kadri Nazem,1,4.5,439.024390244,8,Concussion,F,2018/19,Toronto
329,Kamenev Vladislav,1,0.894167,567.0327317069999,52,Shoulder,F,2018/19,Colorado
330,Kampf David,2,0.925,22.56097561,2,Facial,F,2018/19,Chicago
331,Kampf David,2,0.925,135.365853659,12,Foot,F,2018/19,Chicago
332,Kane Evander,1,7.0,426.82926829300004,5,Mid-body,F,2018/19,San Jose
333,Kapanen Kasperi,1,0.863333,42.113804878,4,Concussion,F,2018/19,Toronto
334,Karlsson Erik,3,6.5,79.268292683,1,Groin,D,2018/19,San Jose
335,Karlsson Erik,3,6.5,1347.56097561,17,Groin,D,2018/19,San Jose
336,Karlsson Erik,3,6.5,713.414634146,9,Lower body,D,2018/19,San Jose
337,Karlsson Melker,1,2.0,73.170731707,3,Lower body,F,2018/19,San Jose
338,Kase Ondrej,2,2.6,570.731707317,18,Concussion,F,2018/19,Anaheim
339,Kase Ondrej,2,2.6,1078.048780488,34,Shoulder,F,2018/19,Anaheim
340,Kassian Zack,1,1.95,23.780487805,1,Neck,F,2018/19,Edmonton
341,Kempe Adrian,1,0.894167,10.90447561,1,Upper body,F,2018/19,Los Angeles
342,Kempe Mario,1,0.7,17.073170732,2,Upper body,F,2018/19,Arizona/Phoenix
343,Kempny Michal,2,2.5,243.90243902400002,8,Hamstring,D,2018/19,Washington
344,Kempny Michal,2,2.5,60.975609756000004,2,Upper body,D,2018/19,Washington
345,Kerfoot Alexander,1,1.1375,55.487804878,4,Upper body,F,2018/19,Colorado
346,Kesler Ryan,3,6.875,251.52439024400002,3,Hip,F,2018/19,Anaheim
347,Kesler Ryan,3,6.875,1173.780487805,14,Hip,F,2018/19,Anaheim
348,Kesler Ryan,3,6.875,419.207317073,5,Lower body,F,2018/19,Anaheim
349,Khaira Jujhar,1,0.675,41.158536585,5,Foot,F,2018/19,Edmonton
350,Kiselevich Bogdan,1,0.925,22.56097561,2,Jaw,D,2018/19,Florida
351,Klefbom Oscar,1,4.167,1067.158536585,21,Hand,D,2018/19,Edmonton
352,Klingberg John,1,4.25,932.926829268,18,Hand,D,2018/19,Dallas
353,Knight Corban,2,0.65,348.780487805,44,Collarbone,F,2018/19,Philadelphia
354,Knight Corban,2,0.65,39.634146341,5,Upper body,F,2018/19,Philadelphia
355,Koivu Mikko,2,5.5,1945.12195122,29,Knee,F,2018/19,Minnesota
356,Koivu Mikko,2,5.5,268.292682927,4,Lower body,F,2018/19,Minnesota
357,Kovalchuk Ilya,2,6.25,762.195121951,10,Ankle,F,2018/19,Los Angeles
358,Kovalchuk Ilya,2,6.25,76.219512195,1,Upper body,F,2018/19,Los Angeles
359,Kreider Chris,1,4.625,169.20731707299998,3,Lower body,F,2018/19,NY Rangers
360,Krug Torey,2,5.25,704.268292683,11,Ankle,D,2018/19,Boston
361,Krug Torey,2,5.25,384.14634146300006,6,Concussion,D,2018/19,Boston
362,Kruger Marcus,2,2.775,135.365853659,4,Concussion,F,2018/19,Chicago
363,Kruger Marcus,2,2.775,101.524390244,3,Leg,F,2018/19,Chicago
364,Kuemper Darcy,2,1.85,157.926829268,7,Lower body,G,2018/19,Arizona/Phoenix
365,Kuemper Darcy,2,1.85,22.56097561,1,Upper body,G,2018/19,Arizona/Phoenix
366,Kulikov Dmitry,2,4.3333330000000005,211.382097561,4,Upper body,D,2018/19,Winnipeg/Atlanta
367,Kulikov Dmitry,2,4.3333330000000005,634.1462926830001,12,Upper body,D,2018/19,Winnipeg/Atlanta
368,Kunin Luke,1,1.425,34.756097561,2,Upper body,F,2018/19,Minnesota
369,Kuraly Sean,2,1.275,31.097560976,2,Concussion,F,2018/19,Boston
370,Kuraly Sean,2,1.275,124.39024390200001,8,Hand,F,2018/19,Boston
371,Kuznetsov Evgeny,1,7.8,570.731707317,6,Upper body,F,2018/19,Washington
372,LaDue Paul,1,0.825,50.304878048999996,5,Upper body,D,2018/19,Los Angeles
373,Ladd Andrew,2,5.5,402.43902439,6,Knee,F,2018/19,NY Islanders
374,Ladd Andrew,2,5.5,2951.219512195,44,Leg,F,2018/19,NY Islanders
375,Landeskog Gabriel,1,5.571429,611.498304878,9,Shoulder,F,2018/19,Colorado
376,Larkin Dylan,2,6.1,371.95121951199997,5,Neck,F,2018/19,Detroit
377,Larkin Dylan,2,6.1,74.390243902,1,Oblique,F,2018/19,Detroit
378,Larsson Jacob,1,0.894166,43.617853659,4,Charley horse,D,2018/19,Anaheim
379,Larsson Johan,2,1.475,53.963414633999996,3,Foot,F,2018/19,Buffalo
380,Larsson Johan,2,1.475,35.975609756,2,Upper body,F,2018/19,Buffalo
381,Lehner Robin,2,1.5,18.292682927,1,Back,G,2018/19,NY Islanders
382,Lehner Robin,2,1.5,54.87804878,3,Upper body,G,2018/19,NY Islanders
383,Leipsic Brendan,1,0.65,71.341463415,9,Lower body,F,2018/19,Los Angeles
384,Leivo Josh,1,0.925,33.841463415,3,Back,F,2018/19,Vancouver
385,Letang Kris,3,7.25,88.414634146,1,Lower body,D,2018/19,Pittsburgh
386,Letang Kris,3,7.25,353.658536585,4,Upper body,D,2018/19,Pittsburgh
387,Letang Kris,3,7.25,972.56097561,11,Upper body,D,2018/19,Pittsburgh
388,Lewis Trevor,1,2.0,926.829268293,38,Foot,F,2018/19,Los Angeles
389,Lindholm Hampus,1,5.205556,380.89434146300005,6,Lower body,D,2018/19,Anaheim
390,Lovejoy Ben,2,2.666667,97.560987805,3,Lower body,D,2018/19,New Jersey
391,Lovejoy Ben,2,2.666667,195.12197561,6,Upper body,D,2018/19,New Jersey
392,Lowry Adam,1,2.916666,71.138195122,2,Upper body,F,2018/19,Winnipeg/Atlanta
393,Lucic Milan,2,6.0,146.341463415,2,Hip,F,2018/19,Edmonton
394,Lucic Milan,2,6.0,73.170731707,1,Lower body,F,2018/19,Edmonton
395,Luongo Roberto,2,4.533333,442.276390244,8,Knee,G,2018/19,Florida
396,Luongo Roberto,2,4.533333,276.422743902,5,Lower body,G,2018/19,Florida
397,Lyon Alex,1,0.75,9.146341462999999,1,Lower body,G,2018/19,Philadelphia
398,Maatta Olli,1,4.0833330000000005,1045.731621951,21,Upper body,D,2018/19,Pittsburgh
399,MacDermid Kurtis,1,0.675,24.695121950999997,3,Upper body,D,2018/19,Los Angeles
400,MacDonald Andrew,1,5.0,365.85365853699994,6,Lower body,D,2018/19,Philadelphia
401,MacKenzie Derek,1,1.375,1358.231707317,81,Shoulder,F,2018/19,Florida
402,Malgin Denis,1,0.693333,50.731682927,6,Upper body,F,2018/19,Florida
403,Malkin Evgeni,2,9.5,579.268292683,5,Upper body,F,2018/19,Pittsburgh
404,Malkin Evgeni,2,9.5,926.829268293,8,Upper body,F,2018/19,Pittsburgh
405,Manson Josh,1,4.1,200.0,4,Upper body,D,2018/19,Anaheim
406,Mantha Anthony,1,3.3,603.658536585,15,Hand,F,2018/19,Detroit
407,Marchand Brad,1,6.125,74.695121951,1,Upper body,F,2018/19,Boston
408,Maroon Patrick,1,1.75,85.365853659,4,Upper body,F,2018/19,St. Louis
409,Martin Matt,2,2.5,121.95121951200001,4,Upper body,F,2018/19,NY Islanders
410,Martin Matt,2,2.5,304.87804878,10,Upper body,F,2018/19,NY Islanders
411,Martinez Alec,2,4.0,390.243902439,8,Upper body,D,2018/19,Los Angeles
412,Martinez Alec,2,4.0,682.926829268,14,Upper body,D,2018/19,Los Angeles
413,Martinsen Andreas,1,0.65,23.780487805,3,Back,F,2018/19,Chicago
414,Matheson Mike,1,4.875,237.80487804900002,4,Lower body,D,2018/19,Florida
415,Matthews Auston,1,3.775,644.512195122,14,Shoulder,F,2018/19,Toronto
416,McAvoy Charlie,2,1.258333,306.910487805,20,Concussion,D,2018/19,Boston
417,McAvoy Charlie,2,1.258333,107.41867073200001,7,Lower body,D,2018/19,Boston
418,McCabe Jake,3,1.6,19.512195122,1,Upper body,D,2018/19,Buffalo
419,McCabe Jake,3,1.6,175.609756098,9,Upper body,D,2018/19,Buffalo
420,McCabe Jake,3,1.6,253.658536585,13,Upper body,D,2018/19,Buffalo
421,McCann Jared,1,1.25,15.243902439000001,1,Upper body,F,2018/19,Florida
422,McCormick Max,1,0.65,55.487804878,7,Lower body,F,2018/19,Ottawa
423,McElhinney Curtis,2,0.85,41.463414634,4,Knee,G,2018/19,Carolina
424,McElhinney Curtis,2,0.85,51.829268293,5,Lower body,G,2018/19,Carolina
425,McGinn Jamie,1,3.333333,1951.219317073,48,Back,F,2018/19,Florida
426,McLeod Cody,1,0.75,128.048780488,14,Hand,F,2018/19,NY Rangers
427,McQuaid Adam,2,2.75,167.682926829,5,Upper body,D,2018/19,Columbus
428,McQuaid Adam,2,2.75,704.268292683,21,Lower body,D,2018/19,NY Rangers
429,Meier Timo,2,1.644167,60.15245122,3,Upper body,F,2018/19,San Jose
430,Meier Timo,2,1.644167,20.050817073,1,Wrist,F,2018/19,San Jose
431,Mete Victor,1,0.87,21.219512195,2,Hand,D,2018/19,Montreal
432,Methot Marc,3,4.9,119.51219512200001,2,Lower body,D,2018/19,Dallas
433,Methot Marc,3,4.9,4182.926829268,70,Lower body,D,2018/19,Dallas
434,Methot Marc,3,4.9,59.756097561000004,1,Soreness,D,2018/19,Dallas
435,Miller Colin,1,3.875,614.329268293,13,Upper body,D,2018/19,Vegas
436,Miller J.T.,1,5.25,384.14634146300006,6,Upper body,F,2018/19,Tampa Bay
437,Miller Kevan,4,2.5,396.341463415,13,Hand,D,2018/19,Boston
438,Miller Kevan,4,2.5,396.341463415,13,Larynx,D,2018/19,Boston
439,Miller Kevan,4,2.5,30.487804878000002,1,Lower body,D,2018/19,Boston
440,Miller Kevan,4,2.5,487.804878049,16,Upper body,D,2018/19,Boston
441,Miller Ryan,2,2.0,585.365853659,24,Knee,G,2018/19,Anaheim
442,Miller Ryan,2,2.0,24.390243901999998,1,Lower body,G,2018/19,Anaheim
443,Mittelstadt Casey,1,1.491666,36.382097561,2,Lower body,F,2018/19,Buffalo
444,Moore John,2,2.75,100.60975609799999,3,Lower body,D,2018/19,Boston
445,Moore John,2,2.75,201.219512195,6,Upper body,D,2018/19,Boston
446,Morrissey Josh,3,3.15,38.414634146,1,Lower body,D,2018/19,Winnipeg/Atlanta
447,Morrissey Josh,3,3.15,76.829268293,2,Lower body,D,2018/19,Winnipeg/Atlanta
448,Morrissey Josh,3,3.15,768.292682927,20,Upper body,D,2018/19,Winnipeg/Atlanta
449,Morrow Joel,2,1.0,97.56097561,8,Lower body,D,2018/19,Winnipeg/Atlanta
450,Morrow Joel,2,1.0,170.731707317,14,Lower body,D,2018/19,Winnipeg/Atlanta
451,Motte Tyler,1,0.925,67.682926829,6,Upper body,F,2018/19,Vancouver
452,Mrazek Petr,1,1.5,164.634146341,9,Lower body,G,2018/19,Carolina
453,Mueller Mirco,1,0.85,114.024390244,11,Shoulder,D,2018/19,New Jersey
454,Murphy Connor,1,3.85,1408.536585366,30,Back,D,2018/19,Chicago
455,Murray Matt,3,3.75,45.731707317,1,Concussion,G,2018/19,Pittsburgh
456,Murray Matt,3,3.75,411.58536585400003,9,Lower body,G,2018/19,Pittsburgh
457,Murray Matt,3,3.75,45.731707317,1,Upper body,G,2018/19,Pittsburgh
458,Murray Ryan,2,2.825,34.451219512,1,Lower body,D,2018/19,Columbus
459,Murray Ryan,2,2.825,826.829268293,24,Upper body,D,2018/19,Columbus
460,Myers Tyler,1,5.5,134.146341463,2,Lower body,D,2018/19,Winnipeg/Atlanta
461,Namestnikov Vladislav,1,4.0,146.341463415,3,Concussion,F,2018/19,NY Rangers
462,Neal James,2,5.75,1192.0731707319999,17,Lower body,F,2018/19,Calgary
463,Neal James,2,5.75,70.12195122,1,Upper body,F,2018/19,Calgary
464,Nelson Casey,1,0.8125,287.347560976,29,Upper body,D,2018/19,Buffalo
465,Nemeth Patrik,1,2.5,60.975609756000004,2,Upper body,D,2018/19,Colorado
466,Neuvirth Michal,2,2.5,274.390243902,9,Groin,G,2018/19,Philadelphia
467,Neuvirth Michal,2,2.5,1280.4878048780001,42,Lower body,G,2018/19,Philadelphia
468,Nichushkin Valeri,3,2.95,71.951219512,2,Lower body,F,2018/19,Dallas
469,Nichushkin Valeri,3,2.95,107.92682926799999,3,Lower body,F,2018/19,Dallas
470,Nichushkin Valeri,3,2.95,107.92682926799999,3,Upper body,F,2018/19,Dallas
471,Nielsen Frans,1,5.25,320.12195122,5,Concussion,F,2018/19,Detroit
472,Nieto Matt,2,1.975,48.170731707,2,Lower body,F,2018/19,Colorado
473,Nieto Matt,2,1.975,361.280487805,15,Lower body,F,2018/19,Colorado
474,Nilsson Anders,1,2.5,335.36585365900004,11,Finger,G,2018/19,Vancouver
475,Niskanen Matt,1,5.75,140.243902439,2,Head,D,2018/19,Washington
476,Noesen Stefan,3,1.725,483.841463415,23,Lower body,F,2018/19,New Jersey
477,Noesen Stefan,3,1.725,21.036585366,1,Upper body,F,2018/19,New Jersey
478,Noesen Stefan,3,1.725,84.146341463,4,Upper body,F,2018/19,New Jersey
479,Nordstrom Joakim,1,1.0,121.95121951200001,10,Leg,F,2018/19,Boston
480,Nosek Tomas,1,0.9625,11.737804878,1,Lower body,F,2018/19,Vegas
481,Nylander Alexander,1,1.7133330000000002,41.788609756,2,Leg,F,2018/19,Buffalo
482,Oesterle Jordan,1,0.65,7.926829268,1,Upper body,D,2018/19,Arizona/Phoenix
483,Okposo Kyle,1,6.0,292.682926829,4,Concussion,F,2018/19,Buffalo
484,Oleksiak Jamie,1,2.1375,78.201219512,3,Concussion,D,2018/19,Pittsburgh
485,Orpik Brooks,1,1.5,493.902439024,27,Lower body,D,2018/19,Washington
486,Oshie T.J.,1,5.75,771.341463415,11,Concussion,F,2018/19,Washington
487,Paajarvi Magnus,1,0.9,21.951219511999998,2,Upper body,F,2018/19,Ottawa
488,Pacioretty Max,3,4.05,148.17073170700002,3,Leg,F,2018/19,Vegas
489,Pacioretty Max,3,4.05,345.731707317,7,Lower body,F,2018/19,Vegas
490,Pacioretty Max,3,4.05,197.56097561,4,Upper body,F,2018/19,Vegas
491,Pageau Jean-Gabriel,1,3.1,1587.8048780489999,42,Achilles,F,2018/19,Ottawa
492,Palat Ondrej,2,5.3,1034.146341463,16,Lower body,F,2018/19,Tampa Bay
493,Palat Ondrej,2,5.3,129.268292683,2,Upper body,F,2018/19,Tampa Bay
494,Palmieri Kyle,3,4.65,170.12195122,3,Lower body,F,2018/19,New Jersey
495,Palmieri Kyle,3,4.65,226.82926829299998,4,Lower body,F,2018/19,New Jersey
496,Palmieri Kyle,3,4.65,56.707317073,1,Upper body,F,2018/19,New Jersey
497,Panarin Artemi,1,6.0,73.170731707,1,Lower body,F,2018/19,Columbus
498,Paquette Cedric,1,1.0,12.195121950999999,1,Lower body,F,2018/19,Tampa Bay
499,Parise Zach,2,7.538461999999999,91.932463415,1,Foot,F,2018/19,Minnesota
500,Parise Zach,2,7.538461999999999,367.729853659,4,Lower body,F,2018/19,Minnesota
501,Pastrnak David,1,6.666666,1300.812878049,16,Thumb,F,2018/19,Boston
502,Patrick Nolan,4,3.575,43.597560976000004,1,Upper body,F,2018/19,Philadelphia
503,Patrick Nolan,4,3.575,87.195121951,2,Upper body,F,2018/19,Philadelphia
504,Patrick Nolan,4,3.575,130.79268292700002,3,Upper body,F,2018/19,Philadelphia
505,Patrick Nolan,4,3.575,174.390243902,4,Upper body,F,2018/19,Philadelphia
506,Pavelski Joe,1,6.0,512.195121951,7,Lower body,F,2018/19,San Jose
507,Perlini Brendan,1,1.363333,49.878036585,3,Concussion,F,2018/19,Chicago
508,Perron David,1,4.0,1170.731707317,24,Concussion,F,2018/19,St. Louis
509,Perry Corey,1,8.625,5364.329268293,51,Knee,F,2018/19,Anaheim
510,Pesce Brett,1,4.025,441.768292683,9,Lower body,D,2018/19,Carolina
511,Petrovic Alex,1,1.95,142.682926829,6,Concussion,D,2018/19,Edmonton
512,Pettersson Elias,2,3.775,276.219512195,6,Concussion,F,2018/19,Vancouver
513,Pettersson Elias,2,3.775,230.18292682900002,5,Knee,F,2018/19,Vancouver
514,Phaneuf Dion,1,5.25,448.17073170699996,7,Upper body,D,2018/19,Los Angeles
515,Pietrangelo Alex,1,6.5,871.951219512,11,Hand,D,2018/19,St. Louis
516,Pilut Lawrence,1,1.35,49.390243901999995,3,Lower body,D,2018/19,Buffalo
517,Pionk Neal,3,1.775,21.646341463000002,1,Eye,D,2018/19,NY Rangers
518,Pionk Neal,3,1.775,21.646341463000002,1,Lower body,D,2018/19,NY Rangers
519,Pionk Neal,3,1.775,64.93902439,3,Lower body,D,2018/19,NY Rangers
520,Pirri Brandon,2,0.65,31.707317073000002,4,Lower body,F,2018/19,Vegas
521,Pirri Brandon,2,0.65,15.853658537000001,2,Neck,F,2018/19,Vegas
522,Pitlick Tyler,1,1.0,365.85365853699994,30,Wrist,F,2018/19,Dallas
523,Plekanec Tomas,1,3.5,426.82926829300004,10,Back,F,2018/19,Montreal
524,Point Brayden,1,0.919167,11.209353659000001,1,Lower body,F,2018/19,Tampa Bay
525,Price Carey,1,10.5,384.14634146300006,3,Lower body,G,2018/19,Montreal
526,Puljujarvi Jesse,1,3.425,1044.207317073,25,Hip,F,2018/19,Edmonton
527,Pysyk Mark,1,2.733333,199.99997561,6,Upper body,D,2018/19,Florida
528,Quenneville John,2,0.894167,21.80895122,2,Upper body,F,2018/19,New Jersey
529,Quenneville John,2,0.894167,43.617902439,4,Upper body,F,2018/19,New Jersey
530,Quick Jonathan,2,5.8,919.512195122,13,Knee,G,2018/19,Los Angeles
531,Quick Jonathan,2,5.8,353.658536585,5,Lower body,G,2018/19,Los Angeles
532,Raanta Antti,2,4.25,3057.926829268,59,Knee,G,2018/19,Arizona/Phoenix
533,Raanta Antti,2,4.25,362.804878049,7,Lower body,G,2018/19,Arizona/Phoenix
534,Radil Lukas,1,0.75,36.585365854,4,Lower body,F,2018/19,San Jose
535,Radulov Alexander,2,6.25,304.87804878,4,Lower body,F,2018/19,Dallas
536,Radulov Alexander,2,6.25,457.317073171,6,Lower body,F,2018/19,Dallas
537,Raffl Michael,1,2.35,401.219512195,14,Lower body,F,2018/19,Philadelphia
538,Rakell Rickard,1,3.789444,600.765512195,13,Ankle,F,2018/19,Anaheim
539,Rask Tuukka,1,7.0,85.365853659,1,Concussion,G,2018/19,Boston
540,Rask Victor,2,4.0,975.609756098,20,Hand,F,2018/19,Carolina
541,Rask Victor,2,4.0,585.365853659,12,Lower body,F,2018/19,Minnesota
542,Rasmussen Michael,2,1.7108330000000003,208.63817073200002,10,Hamstring,F,2018/19,Detroit
543,Rasmussen Michael,2,1.7108330000000003,166.910536585,8,Upper body,F,2018/19,Detroit
544,Rattie Ty,1,0.8,68.292682927,7,Mid-body,F,2018/19,Edmonton
545,Reimer James,1,3.4,207.31707317099998,5,Lower body,G,2018/19,Florida
546,Richardson Brad,1,1.25,198.17073170700002,13,Upper body,F,2018/19,Arizona/Phoenix
547,Rieder Tobias,1,2.0,317.073170732,13,Upper body,F,2018/19,Edmonton
548,Rinaldo Zac,2,0.65,15.853658537000001,2,Lower body,F,2018/19,Nashville
549,Rinaldo Zac,2,0.65,237.80487804900002,30,Shoulder,F,2018/19,Nashville
550,Ritchie Brett,4,1.75,21.341463415,1,Hand,F,2018/19,Dallas
551,Ritchie Brett,4,1.75,42.682926829,2,Hand,F,2018/19,Dallas
552,Ritchie Brett,4,1.75,21.341463415,1,Upper body,F,2018/19,Dallas
553,Ritchie Brett,4,1.75,85.365853659,4,Upper body,F,2018/19,Dallas
554,Ritchie Nick,3,1.64,40.0,2,Lower body,F,2018/19,Anaheim
555,Ritchie Nick,3,1.64,80.0,4,Upper body,F,2018/19,Anaheim
556,Ritchie Nick,3,1.64,120.0,6,Upper body,F,2018/19,Anaheim
557,Rittich David,1,0.8,19.512195122,2,Lower body,G,2018/19,Calgary
558,Rodewald Jack,1,0.7075,34.512195122,4,Abdominal,F,2018/19,Ottawa
559,Rodrigues Evan,1,0.65,15.853658537000001,2,Upper body,F,2018/19,Buffalo
560,Roussel Antoine,3,3.0,146.341463415,4,Concussion,F,2018/19,Vancouver
561,Roussel Antoine,3,3.0,439.024390244,12,Knee,F,2018/19,Vancouver
562,Roussel Antoine,3,3.0,36.585365854,1,Upper body,F,2018/19,Vancouver
563,Rowney Carter,1,1.133333,276.422682927,20,Upper body,F,2018/19,Anaheim
564,Ruhwedel Chad,1,0.65,150.609756098,19,Upper body,D,2018/19,Pittsburgh
565,Russell Kris,1,4.0,487.804878049,10,Groin,D,2018/19,Edmonton
566,Rust Bryan,2,3.5,42.682926829,1,Lower body,F,2018/19,Pittsburgh
567,Rust Bryan,2,3.5,384.14634146300006,9,Lower body,F,2018/19,Pittsburgh
568,Ryan Bobby,1,7.25,265.243902439,3,Concussion,F,2018/19,Ottawa
569,Saad Brandon,1,6.0,146.341463415,2,Arm,F,2018/19,Chicago
570,Salomaki Miikka,1,0.75,310.975609756,34,Upper body,F,2018/19,Nashville
571,Sanford Zach,1,0.925,33.841463415,3,Concussion,F,2018/19,St. Louis
572,Santini Steven,1,1.416666,310.975463415,18,Jaw,D,2018/19,New Jersey
573,Scandella Marco,5,4.0,48.780487805,1,Lower body,D,2018/19,Buffalo
574,Scandella Marco,5,4.0,195.12195122,4,Lower body,D,2018/19,Buffalo
575,Scandella Marco,5,4.0,48.780487805,1,Upper body,D,2018/19,Buffalo
576,Scandella Marco,5,4.0,195.12195122,4,Upper body,D,2018/19,Buffalo
577,Scandella Marco,5,4.0,390.243902439,8,Vertigo,D,2018/19,Buffalo
578,Sceviour Colton,1,1.2,248.780487805,17,Hand,F,2018/19,Florida
579,Schenn Brayden,2,5.125,250.0,4,Upper body,F,2018/19,St. Louis
580,Schenn Brayden,2,5.125,375.0,6,Upper body,F,2018/19,St. Louis
581,Scherbak Nikita,2,1.063333,12.96747561,1,Lower body,F,2018/19,Los Angeles
582,Scherbak Nikita,2,1.063333,103.73980487799999,8,Lower body,F,2018/19,Montreal
583,Schlemko David,2,2.1,409.756097561,16,Knee,D,2018/19,Montreal
584,Schlemko David,2,2.1,179.268292683,7,Upper body,D,2018/19,Montreal
585,Schmaltz Nick,1,1.541667,808.4351341460001,43,Lower body,F,2018/19,Arizona/Phoenix
586,Schneider Cory,2,6.0,1243.902439024,17,Abdominal,G,2018/19,New Jersey
587,Schneider Cory,2,6.0,585.365853659,8,Hip,G,2018/19,New Jersey
588,Schultz Justin,1,5.5,3554.87804878,53,Leg,D,2018/19,Pittsburgh
589,Schwartz Jaden,2,5.35,130.487804878,2,Foot,F,2018/19,St. Louis
590,Schwartz Jaden,2,5.35,717.6829268289999,11,Upper body,F,2018/19,St. Louis
591,Seabrook Brent,1,6.875,251.52439024400002,3,Abdominal,D,2018/19,Chicago
592,Seeler Nick,1,0.725,17.682926829,2,Upper body,D,2018/19,Minnesota
593,Sekera Andrej,1,5.5,3890.243902439,58,Achilles,D,2018/19,Edmonton
594,Shattenkirk Kevin,1,6.65,567.682926829,7,Shoulder,D,2018/19,NY Rangers
595,Shaw Andrew,1,3.9,713.414634146,15,Neck,F,2018/19,Montreal
596,Sheary Conor,1,3.0,146.341463415,4,Upper body,F,2018/19,Buffalo
597,Shore Devin,2,2.3,56.097560976000004,2,Knee,F,2018/19,Anaheim
598,Shore Devin,2,2.3,112.195121951,4,Lower body,F,2018/19,Dallas
599,Silfverberg Jakob,2,3.75,228.658536585,5,Finger,F,2018/19,Anaheim
600,Silfverberg Jakob,2,3.75,182.926829268,4,Lower body,F,2018/19,Anaheim
601,Simek Radek,2,0.675,16.463414634,2,Concussion,D,2018/19,San Jose
602,Simek Radek,2,0.675,98.780487805,12,Knee,D,2018/19,San Jose
603,Simon Dominik,1,0.75,73.170731707,8,Lower body,F,2018/19,Pittsburgh
604,Sissons Colton,1,0.625,53.353658537,7,Ankle,F,2018/19,Nashville
605,Skjei Brady,1,5.25,64.024390244,1,Knee,D,2018/19,NY Rangers
606,Smith Brendan,1,4.35,106.097560976,2,Upper body,D,2018/19,NY Rangers
607,Smith Craig,1,4.25,310.975609756,6,Lower body,F,2018/19,Nashville
608,Smith Zack,2,3.25,118.902439024,3,Back,F,2018/19,Ottawa
609,Smith Zack,2,3.25,356.707317073,9,Facial,F,2018/19,Ottawa
610,Sobotka Vladimir,2,3.5,128.048780488,3,Upper body,F,2018/19,Buffalo
611,Sobotka Vladimir,2,3.5,213.414634146,5,Upper body,F,2018/19,Buffalo
612,Sorensen Marcus,1,0.7,17.073170732,2,Mouth,F,2018/19,San Jose
613,Soshnikov Nikita,1,0.8,97.56097561,10,Concussion,F,2018/19,St. Louis
614,Sparks Garret,1,0.675,41.158536585,5,Concussion,G,2018/19,Toronto
615,Spooner Ryan,2,4.0,48.780487805,1,Lower body,F,2018/19,NY Rangers
616,Spooner Ryan,2,3.1,415.85365853699994,11,Groin,F,2018/19,Vancouver
617,Staal Jordan,2,6.0,365.85365853699994,5,Concussion,F,2018/19,Carolina
618,Staal Jordan,2,6.0,1975.609756098,27,Concussion,F,2018/19,Carolina
619,Staal Marc,1,5.7,139.024390244,2,Lower body,D,2018/19,NY Rangers
620,Stafford Drew,1,0.81,39.512195122,4,Upper body,F,2018/19,New Jersey
621,Stastny Paul,1,6.5,2378.048780488,30,Lower body,F,2018/19,Vegas
622,Stecher Troy,1,2.325,85.06097561,3,Concussion,D,2018/19,Vancouver
623,Steen Alex,3,5.75,140.243902439,2,Concussion,F,2018/19,St. Louis
624,Steen Alex,3,5.75,420.731707317,6,Shoulder,F,2018/19,St. Louis
625,Steen Alex,3,5.75,420.731707317,6,Upper body,F,2018/19,St. Louis
626,Stepan Derek,1,6.5,792.6829268289999,10,Leg,F,2018/19,Arizona/Phoenix
627,Stolarz Anthony,1,0.76125,148.536585366,16,Lower body,G,2018/19,Philadelphia
628,Stone Michael,1,3.5,2091.463414634,49,Blood clots,D,2018/19,Calgary
629,Stralman Anton,2,4.5,658.5365853659999,12,Lower body,D,2018/19,Tampa Bay
630,Stralman Anton,2,4.5,932.926829268,17,Upper body,D,2018/19,Tampa Bay
631,Subban P.K.,1,9.0,2085.365853659,19,Upper body,D,2018/19,Nashville
632,Sundqvist Oskar,1,0.7,68.292682927,8,Upper body,F,2018/19,St. Louis
633,Sutter Brandon,2,4.375,1387.1951219510001,26,Hernia,F,2018/19,Vancouver
634,Sutter Brandon,2,4.375,1600.609756098,30,Shoulder,F,2018/19,Vancouver
635,Tanev Brandon,1,1.15,28.048780488000002,2,Finger,F,2018/19,Winnipeg/Atlanta
636,Tanev Chris,3,4.45,596.951219512,11,Ankle,D,2018/19,Vancouver
