,PLAYER,INJURY COUNT,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,POSITION,SEASON,TEAM
139,Crawford Corey,3,6.0,73.170731707,1,Groin,G,2018/19,Chicago
140,Crosby Sidney,1,8.7,318.292682927,3,Upper body,F,2018/19,Pittsburgh
141,Cullen Matt,1,0.65,87.195121951,11,Lower body,F,2018/19,Pittsburgh
142,Daley Trevor,5,3.166666,77.235756098,2,Back,D,2018/19,Detroit
143,Daley Trevor,5,3.166666,424.796658537,11,Back,D,2018/19,Detroit
144,Daley Trevor,5,3.166666,617.88604878,16,Foot,D,2018/19,Detroit
145,Daley Trevor,5,3.166666,193.08939024400001,5,Lower body,D,2018/19,Detroit
146,Daley Trevor,5,3.166666,154.471512195,4,Upper body,D,2018/19,Detroit
147,Darling Scott,1,4.15,404.87804878,8,Lower body,G,2018/19,Carolina
148,Davidson Brandon,1,0.65,190.243902439,24,Leg,D,2018/19,Chicago
149,De La Rose Jacob,3,0.9,98.780487805,9,Heart,F,2018/19,Detroit
150,De La Rose Jacob,3,0.9,32.926829268,3,Upper body,F,2018/19,Detroit
151,De La Rose Jacob,3,0.9,65.853658537,6,Heart,F,2018/19,Montreal
152,DeAngelo Tony,1,1.263333,15.4065,1,Lower body,D,2018/19,NY Rangers
153,DeBrusk Jake,2,1.288333,141.40240243899999,9,Concussion,F,2018/19,Boston
154,DeBrusk Jake,2,1.288333,78.556890244,5,Foot,F,2018/19,Boston
155,DeKeyser Danny,3,5.0,487.804878049,8,Hand,D,2018/19,Detroit
156,DeKeyser Danny,3,5.0,1158.536585366,19,Hand,D,2018/19,Detroit
157,DeKeyser Danny,3,5.0,182.926829268,3,Lower body,D,2018/19,Detroit
158,DeMelo Dylan,1,0.9,54.87804878,5,Upper body,D,2018/19,Ottawa
159,Demers Jason,1,3.9375,2256.8597560979997,47,Knee,D,2018/19,Arizona/Phoenix
160,Demko Thatcher,1,2.941667,322.865890244,9,Knee,G,2018/19,Vancouver
161,Dermott Travis,1,0.863333,147.398317073,14,Shoulder,D,2018/19,Toronto
162,Deslauriers Nicolas,1,0.95,69.512195122,6,Facial,F,2018/19,Montreal
163,Dickinson Jason,2,0.875,117.37804878,11,Back,F,2018/19,Dallas
164,Dickinson Jason,2,0.875,21.341463415,2,Lower body,F,2018/19,Dallas
165,Djoos Christian,1,0.65,190.243902439,24,Thigh,D,2018/19,Washington
166,Domingue Louis,1,1.15,56.097560976000004,4,Lower body,G,2018/19,Tampa Bay
167,Dorsett Derek,1,2.65,2650.0,82,Neck,"F ""retired""",2018/19,Vancouver
168,Dowling Justin,1,0.65,23.780487805,3,Upper body,F,2018/19,Dallas
169,Dube Dillon,2,0.910833,44.43087804899999,4,Concussion,F,2018/19,Calgary
170,Dube Dillon,2,0.910833,11.107719512000001,1,Lower body,F,2018/19,Calgary
171,Dubinsky Brandon,3,5.85,499.39024390199995,7,Hip,F,2018/19,Columbus
172,Dubinsky Brandon,3,5.85,285.36585365900004,4,Lower body,F,2018/19,Columbus
173,Dubinsky Brandon,3,5.85,713.414634146,10,Oblique,F,2018/19,Columbus
174,Duchene Matt,1,6.0,439.024390244,6,Groin,F,2018/19,Ottawa
175,Dumba Matt,1,6.0,3658.5365853659996,50,Pectoral,D,2018/19,Minnesota
176,Dumoulin Brian,2,4.1,150.0,3,Concussion,D,2018/19,Pittsburgh
177,Dumoulin Brian,2,4.1,150.0,3,Lower body,D,2018/19,Pittsburgh
178,Dunn Vince,1,0.888333,21.666658536999996,2,Lower body,D,2018/19,St. Louis
179,Dvorak Christian,2,1.106667,53.983756098,4,Lower body,F,2018/19,Arizona/Phoenix
180,Dvorak Christian,2,1.106667,782.764463415,58,Pectoral,F,2018/19,Arizona/Phoenix
181,Dzingel Ryan,1,1.8,43.902439023999996,2,Lower body,F,2018/19,Ottawa
182,Eakin Cody,1,3.85,140.853658537,3,Lower body,F,2018/19,Vegas
183,Eaves Patrick,2,3.15,1267.6829268289998,33,Ribs,F,2018/19,Anaheim
184,Eaves Patrick,2,3.15,499.39024390199995,13,Shoulder,F,2018/19,Anaheim
185,Eberle Jordan,1,6.0,292.682926829,4,Upper body,F,2018/19,NY Islanders
186,Edler Alexander,2,5.0,670.731707317,11,Concussion,D,2018/19,Vancouver
187,Edler Alexander,2,5.0,914.634146341,15,Knee,D,2018/19,Vancouver
188,Edmundson Joel,3,3.0,73.170731707,2,Groin,D,2018/19,St. Louis
189,Edmundson Joel,3,3.0,73.170731707,2,Hand,D,2018/19,St. Louis
190,Edmundson Joel,3,3.0,402.43902439,11,Lower body,D,2018/19,St. Louis
191,Ehlers Nikolaj,1,6.0,1463.414634146,20,Shoulder,F,2018/19,Winnipeg/Atlanta
192,Eichel Jack,1,10.0,365.85365853699994,3,Upper body,F,2018/19,Buffalo
193,Ekman-Larsson Oliver,1,5.5,67.073170732,1,Knee,D,2018/19,Arizona/Phoenix
194,Eller Lars,1,3.5,42.682926829,1,Lower body,F,2018/19,Washington
195,Elliott Brian,1,2.75,1341.463414634,40,Lower body,G,2018/19,Philadelphia
196,Engelland Deryk,1,2.5,91.463414634,3,Arm,D,2018/19,Vegas
197,Ennis Tyler,1,0.65,142.682926829,18,Ankle,F,2018/19,Toronto
198,Ericsson Jonathan,2,4.25,259.146341463,5,Lower body,D,2018/19,Detroit
199,Ericsson Jonathan,2,4.25,362.804878049,7,Upper body,D,2018/19,Detroit
200,Eriksson Ek Joel,2,1.106667,80.975634146,6,Lower body,F,2018/19,Minnesota
201,Eriksson Ek Joel,2,1.106667,94.471573171,7,Lower body,F,2018/19,Minnesota
202,Erne Adam,1,0.8,9.756097561,1,Upper body,F,2018/19,Tampa Bay
203,Fabbri Robby,2,0.925,112.804878049,10,Groin,F,2018/19,St. Louis
204,Fabbri Robby,2,0.925,112.804878049,10,Shoulder,F,2018/19,St. Louis
205,Faksa Radek,1,2.2,26.829268293000002,1,Neck,F,2018/19,Dallas
206,Falk Justin,1,0.65,95.12195122,12,Concussion,D,2018/19,Ottawa
207,Fantenberg Oscar,1,0.65,23.780487805,3,Lower body,D,2018/19,Los Angeles
208,Fast Jesper,2,1.85,112.804878049,5,Upper body,F,2018/19,NY Rangers
209,Fast Jesper,2,1.85,225.609756098,10,Upper body,F,2018/19,NY Rangers
210,Ferland Micheal,5,1.75,21.341463415,1,Back,F,2018/19,Carolina
211,Ferland Micheal,5,1.75,85.365853659,4,Concussion,F,2018/19,Carolina
212,Ferland Micheal,5,1.75,21.341463415,1,Upper body,F,2018/19,Carolina
213,Ferland Micheal,5,1.75,42.682926829,2,Upper body,F,2018/19,Carolina
214,Ferland Micheal,5,1.75,64.024390244,3,Upper body,F,2018/19,Carolina
215,Filppula Valtteri,2,2.75,67.073170732,2,Upper body,F,2018/19,NY Islanders
216,Filppula Valtteri,2,2.75,268.292682927,8,Upper body,F,2018/19,NY Islanders
217,Fleury Haydn,2,1.7133330000000002,62.682914634,3,Concussion,D,2018/19,Carolina
218,Fleury Haydn,2,1.7133330000000002,188.048743902,9,Concussion,D,2018/19,Carolina
219,Fleury Marc-Andre,1,5.75,631.097560976,9,Lower body,G,2018/19,Vegas
220,Formenton Alex,1,0.894166,32.713390244,3,Concussion,F,2018/19,Ottawa
221,Forsberg Filip,2,6.0,73.170731707,1,Upper body,F,2018/19,Nashville
222,Forsberg Filip,2,6.0,1243.902439024,17,Upper body,F,2018/19,Nashville
223,Forsling Gustav,3,0.925,67.682926829,6,Shoulder,D,2018/19,Chicago
224,Forsling Gustav,3,0.925,90.243902439,8,Torso,D,2018/19,Chicago
225,Forsling Gustav,3,0.925,90.243902439,8,Wrist,D,2018/19,Chicago
226,Fowler Cam,1,6.5,1823.1707317070002,23,Facial,D,2018/19,Anaheim
227,Franzen Johan,1,3.9545449999999995,3954.545,82,Concussion,"F ""retired""",2018/19,Detroit
228,Fritz Tanner,1,0.65,39.634146341,5,Hand,F,2018/19,NY Islanders
229,Frolik Michael,1,4.3,786.585365854,15,Lower body,F,2018/19,Calgary
230,Gaborik Marian,1,4.875,4875.0,82,Back,F,2018/19,Ottawa
231,Gabriel Kurtis,1,0.65,23.780487805,3,Upper body,F,2018/19,New Jersey
232,Galchenyuk Alex,2,4.9,179.268292683,3,Lower body,F,2018/19,Arizona/Phoenix
233,Galchenyuk Alex,2,4.9,418.292682927,7,Lower body,F,2018/19,Arizona/Phoenix
234,Gardiner Jake,2,4.05,98.780487805,2,Back,D,2018/19,Toronto
235,Gardiner Jake,2,4.05,889.024390244,18,Back,D,2018/19,Toronto
236,Gauthier Frederik,1,0.675,16.463414634,2,Foot,F,2018/19,Toronto
237,Getzlaf Ryan,4,8.25,503.04878048800003,5,Groin,F,2018/19,Anaheim
238,Getzlaf Ryan,4,8.25,100.60975609799999,1,Upper body,F,2018/19,Anaheim
239,Getzlaf Ryan,4,8.25,402.43902439,4,Upper body,F,2018/19,Anaheim
240,Getzlaf Ryan,4,8.25,503.04878048800003,5,Upper body,F,2018/19,Anaheim
241,Gibbons Brian,1,1.0,12.195121950999999,1,Hand,F,2018/19,Anaheim
242,Gibson John,1,2.3,252.43902439,9,Upper body,G,2018/19,Anaheim
243,Girardi Dan,1,3.0,475.60975609800005,13,Lower body,D,2018/19,Tampa Bay
244,Girgensons Zemgus,1,1.6,78.048780488,4,Upper body,F,2018/19,Buffalo
245,Goligoski Alex,1,5.475,333.841463415,5,Lower body,D,2018/19,Arizona/Phoenix
246,Gostisbehere Shayne,1,4.5,164.634146341,3,Lower body,D,2018/19,Philadelphia
247,Grabner Michael,1,3.35,1675.0,41,Eye,F,2018/19,Arizona/Phoenix
248,Grant Derek,1,0.65,23.780487805,3,Upper body,F,2018/19,Anaheim
249,Green Mike,1,5.375,852.134146341,13,Lower body,D,2018/19,Detroit
250,Grimaldi Rocco,1,0.65,47.56097561,6,Upper body,F,2018/19,Nashville
251,Grzelcyk Matt,3,1.4,136.585365854,8,Arm,D,2018/19,Boston
252,Grzelcyk Matt,3,1.4,34.146341463,2,Lower body,D,2018/19,Boston
253,Grzelcyk Matt,3,1.4,68.292682927,4,Lower body,D,2018/19,Boston
254,Gudbranson Erik,2,4.0,97.56097561,2,Back,D,2018/19,Vancouver
255,Gudbranson Erik,2,4.0,146.341463415,3,Neck,D,2018/19,Vancouver
256,Guhle Brendan,1,0.888333,151.666609756,14,Oblique,D,2018/19,Anaheim
257,Gunnarsson Carl,3,2.9,353.658536585,10,Knee,D,2018/19,St. Louis
258,Gunnarsson Carl,3,2.9,707.3170731710001,20,Upper body,D,2018/19,St. Louis
259,Gunnarsson Carl,3,2.9,848.780487805,24,Upper body,D,2018/19,St. Louis
260,Hagelin Carl,1,3.75,914.634146341,20,Knee,F,2018/19,Los Angeles
261,Hajek Libor,1,0.894166,152.662487805,14,Shoulder,D,2018/19,NY Rangers
262,Hall Taylor,2,6.0,3439.024390244,47,Knee,F,2018/19,New Jersey
263,Hall Taylor,2,6.0,146.341463415,2,Lower body,F,2018/19,New Jersey
264,Hamhuis Dan,2,1.25,137.195121951,9,Lower body,D,2018/19,Nashville
265,Hamhuis Dan,2,1.25,213.414634146,14,Lower body,D,2018/19,Nashville
266,Hamonic Travis,2,3.857143,376.30663414599996,8,Facial,D,2018/19,Calgary
267,Hamonic Travis,2,3.857143,47.038329268000005,1,Lower body,D,2018/19,Calgary
268,Hannikainen Markus,1,0.675,49.390243901999995,6,Upper body,F,2018/19,Columbus
269,Hanzal Martin,3,4.75,57.926829268,1,Back,F,2018/19,Dallas
270,Hanzal Martin,3,4.75,1679.87804878,29,Back,F,2018/19,Dallas
271,Hanzal Martin,3,4.75,2606.707317073,45,Back,F,2018/19,Dallas
272,Harpur Ben,1,0.725,35.365853659,4,Shoulder,D,2018/19,Ottawa
273,Harrington Scott,1,0.675,16.463414634,2,Concussion,D,2018/19,Columbus
274,Hart Carter,1,0.863333,73.699158537,7,Ankle,G,2018/19,Philadelphia
275,Haula Erik,1,2.75,2246.951219512,67,Lower body,F,2018/19,Vegas
276,Hawryluk Jayce,1,0.925,45.12195122,4,Lower body,F,2018/19,Florida
277,Hayes Kevin,1,5.175,567.987804878,9,Upper body,F,2018/19,NY Rangers
278,Hedman Victor,3,7.875,96.036585366,1,Lower body,D,2018/19,Tampa Bay
279,Hedman Victor,3,7.875,384.14634146300006,4,Upper body,D,2018/19,Tampa Bay
280,Hedman Victor,3,7.875,672.2560975609999,7,Upper body,D,2018/19,Tampa Bay
281,Helm Darren,1,3.85,985.975609756,21,Upper body,F,2018/19,Detroit
282,Hendricks Matt,2,0.7,51.219512195,6,Leg,F,2018/19,Minnesota
283,Hendricks Matt,2,0.7,25.609756098000002,3,Upper body,F,2018/19,Minnesota
284,Hertl Tomas,2,5.625,205.79268292700002,3,Head,F,2018/19,San Jose
285,Hertl Tomas,2,5.625,137.195121951,2,Lower body,F,2018/19,San Jose
286,Hickey Thomas,1,2.5,884.146341463,29,Upper body,D,2018/19,NY Islanders
287,Hinostroza Vinnie,1,1.5,182.926829268,10,Lower body,F,2018/19,Arizona/Phoenix
288,Hischier Nico,2,3.775,184.146341463,4,Upper body,F,2018/19,New Jersey
289,Hischier Nico,2,3.775,414.32926829300004,9,Upper body,F,2018/19,New Jersey
290,Holtby Braden,1,6.1,148.780487805,2,Upper body,G,2018/19,Washington
291,Holzer Korbinian,1,0.9,460.975609756,42,Wrist,D,2018/19,Anaheim
292,Hornqvist Patric,3,5.3,193.90243902400002,3,Concussion,F,2018/19,Pittsburgh
293,Hornqvist Patric,3,5.3,258.536585366,4,Concussion,F,2018/19,Pittsburgh
294,Hornqvist Patric,3,5.3,387.804878049,6,Upper body,F,2018/19,Pittsburgh
295,Horton Nathan,1,5.3,5300.0,82,Back,"F ""retired""",2018/19,Toronto
296,Hossa Marian,1,5.275,5275.0,82,Skin infection,"F ""retired""",2018/19,Arizona/Phoenix
297,Howard Jimmy,1,5.291666,64.532512195,1,Back,G,2018/19,Detroit
298,Howden Brett,1,0.863333,157.92676829299998,15,Knee,F,2018/19,NY Rangers
299,Hughes Quinn,1,1.604166,156.504,8,Ankle,D,2018/19,Vancouver
300,Hunwick Matt,4,2.25,27.43902439,1,Lower body,D,2018/19,Buffalo
301,Hunwick Matt,4,2.25,82.317073171,3,Lower body,D,2018/19,Buffalo
302,Hunwick Matt,4,2.25,878.048780488,32,Neck,D,2018/19,Buffalo
303,Hunwick Matt,4,2.25,246.951219512,9,Upper body,D,2018/19,Buffalo
304,Hutton Ben,1,2.8,375.60975609800005,11,Foot,D,2018/19,Vancouver
305,Hutton Carter,1,2.75,33.536585366,1,Upper body,G,2018/19,Buffalo
306,Hyman Zach,1,2.25,219.512195122,8,Ankle,F,2018/19,Toronto
307,Jarnkrok Calle,1,2.0,73.170731707,3,Lower body,F,2018/19,Nashville
308,Jaros Christian,4,0.801667,29.329280488000002,3,Finger,D,2018/19,Ottawa
309,Jaros Christian,4,0.801667,39.105707317,4,Hamstring,D,2018/19,Ottawa
310,Jaros Christian,4,0.801667,19.552853659,2,Lower body,D,2018/19,Ottawa
311,Jaros Christian,4,0.801667,39.105707317,4,Lower body,D,2018/19,Ottawa
312,Jenner Boone,1,3.75,137.195121951,3,Ankle,F,2018/19,Columbus
313,Johansson Marcus,3,2.75,335.36585365900004,10,Lung,F,2018/19,Boston
314,Johansson Marcus,3,4.5833330000000005,55.894304878,1,Lower body,F,2018/19,New Jersey
315,Johansson Marcus,3,4.5833330000000005,558.94304878,10,Upper body,F,2018/19,New Jersey
